hidden_dim,dropout,lr,nhead,num_layers,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_val_loss_mean,fold_r2_scores
128,0.3,0.001,4,2,0.3198190439951326,0.0210637985076143,1.8967349314512376,0.047806897540409,0.4406238794326782,"[0.29221750594185797, 0.31662056217944606, 0.3225254027401741, 0.3567174781516497, 0.3110142709625355]"
256,0.2,0.001,8,2,0.3019063383611663,0.0131567933610152,1.91116103709074,0.0675169202242702,0.5307566881179809,"[0.3023619042205821, 0.3043140170908977, 0.3170675259631076, 0.3081780993854292, 0.2776101451458149]"
256,0.3,0.001,8,2,0.2847116863342421,0.0223930669724384,1.957973890096658,0.0630723158601513,0.546260678768158,"[0.27536806662472935, 0.24465193224598014, 0.301468916367097, 0.30189208124176564, 0.3001774351916389]"
256,0.3,0.001,4,2,0.2610426127597901,0.0086801491796917,2.022082277771898,0.0530326092929583,0.5815977334976197,"[0.25164651842735775, 0.2499853481801838, 0.26501044812681557, 0.2719821596038884, 0.2665885894607051]"
256,0.2,0.001,4,2,0.2589747637689624,0.0153158787226999,2.009602338315214,0.0277602348428203,0.5794315218925477,"[0.23926582084853923, 0.2531502222304562, 0.24920456454367335, 0.2726340402497744, 0.28061917097236905]"
128,0.3,0.001,8,4,0.2169754838986887,0.1236065505201121,2.132472625730708,0.3083875865160045,0.6431268692016602,"[0.1576134644972533, 0.29471472207433747, 0.0, 0.3199257867912867, 0.31262344613056636]"
256,0.3,0.0005,8,4,0.1870155959923737,0.0974543084689119,2.202126621476665,0.2949978016330762,0.690175461769104,"[0.2856602680354304, 0.20737483446059968, 0.0, 0.21583426913338377, 0.22620860833245496]"
128,0.2,0.001,8,4,0.1720669688230659,0.1492582517077429,2.245187122167695,0.4141638101194699,0.7319412887096405,"[0.18327943238690403, 0.3259288483594495, 0.0053289710514477446, 0.3457975923175282, 0.0]"
128,0.2,0.001,4,4,0.1487917523793464,0.1152326924806944,2.308164574280584,0.2598877165904448,0.7784730672836304,"[0.0, 0.029089482174679566, 0.2136501987107995, 0.3005340134377342, 0.20068506757351887]"
256,0.3,0.0005,4,4,0.1448249509013834,0.118783749613324,2.3409283304170048,0.2715534079348644,0.7930474996566772,"[0.0, 0.0, 0.22995085900433967, 0.26188408977289224, 0.23228980572968527]"
256,0.2,0.0005,8,4,0.1290739231144468,0.1124316128125232,2.365139488096344,0.3252766295069375,0.801880145072937,"[0.25910567546599333, 0.0, 0.0, 0.24196361536130614, 0.14430032474493446]"
256,0.2,0.0005,4,4,0.0702080646471551,0.0898143288309985,2.5085847607864022,0.3042431039747321,0.913702154159546,"[0.13450628740701628, 0.0, 0.0, 0.2165340358287592, 0.0]"
128,0.3,0.001,4,4,0.0392681852821261,0.0622309524441442,2.7192661223716743,0.1989391770940634,0.9851547360420227,"[0.16061473618147976, 0.0, 0.035725559593092704, 6.306360582635301e-07, 0.0]"
256,0.2,0.001,8,4,0.0,0.0,2.731714819795747,0.0731587834361919,1.04967257976532,"[0.0, 0.0, 0.0, 0.0, 0.0]"
256,0.2,0.001,4,4,0.0,0.0,2.717773853601349,0.0823994199020994,1.0621854543685914,"[0.0, 0.0, 0.0, 0.0, 0.0]"
256,0.3,0.001,4,4,0.0,0.0,2.7269391777738843,0.0825040112850776,1.0506403684616088,"[0.0, 0.0, 0.0, 0.0, 0.0]"
256,0.3,0.001,8,4,0.0,0.0,2.7212173157126256,0.0737873872302307,1.0568335056304932,"[0.0, 0.0, 0.0, 0.0, 0.0]"
