site,IGBP,Koppen,R2,RMSE,MAPE,pred_std,target,model,split_type,n_seeds
FLX_CN-Du2,GRA,D,0.4501689076423645,0.8696771860122681,0.6968062,0.5331178780712791,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-ARb,GRA,C,0.8490036725997925,1.3466521501541138,0.38168684,0.5063098527690489,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi1,DBF,D,0.19594842195510864,5.64693546295166,0.39995328,0.6071191704227309,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-TP4,ENF,D,0.8124179244041443,1.6110661029815674,0.32293501,0.381570008452779,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Atq,WET,E,0.6558394432067871,0.7498995065689087,0.6238193,0.1801874570306891,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Mo3,CRO,D,0.7561570405960083,2.2742035388946533,0.4624947,0.731943265771633,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-MBo,GRA,D,0.8646012544631958,1.6244940757751465,0.25538316,0.6226915879857672,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NC4,WET,C,0.7302746772766113,2.2407705783843994,0.27891132,0.6668948061387294,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-TPD,DBF,D,0.907507061958313,1.2681291103363037,0.26662818,0.4395778408159953,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Tw2,CRO,C,0.8448636531829834,2.1083974838256836,0.32560393,0.8267639100882926,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Qia,ENF,C,0.6762946844100952,1.6482106447219849,0.27352566,0.8292713342034997,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xBR,DBF,D,0.8506685495376587,1.3936680555343628,0.30039835,0.3323410104384409,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_GL-ZaF,WET,E,0.44057661294937134,0.6308069825172424,0.8981856,0.11214361317321093,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB2,ENF,C,0.3137509226799011,2.075483560562134,0.2658472,0.7126310387589743,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-PFt,ENF,D,0.0,3.6429708003997803,0.36721066,0.505782532189952,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Stp,GRA,B,0.6297758221626282,0.8434857130050659,0.63484657,0.35864288188348975,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-RDF,WSA,A,0.18537527322769165,2.7376253604888916,1.0085866,0.49839078686154,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi3,DBF,D,0.8592686057090759,1.6749690771102905,0.22221318,0.49298482973142527,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_JP-MBF,DBF,D,0.785666823387146,1.4600821733474731,0.40328878,0.5146354212878961,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Tou,GRA,C,0.4825916886329651,1.9718263149261475,0.4179867,0.637592334759817,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-GBT,ENF,D,0.46717989444732666,1.3660085201263428,0.5690108,0.2233375483261857,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-KS2,CSH,C,0.5795140862464905,1.117625117301941,0.16446765,0.3794500470881418,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSE,DBF,C,0.8939099311828613,1.4106305837631226,0.31395644,0.47576494392475244,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Oho,DBF,D,0.9393412470817566,1.2601121664047241,0.22223788,0.4424561833641067,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-SP1,ENF,C,0.092357337474823,2.179025650024414,0.35108802,0.4821184132205574,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS4,CRO,D,0.7119479179382324,2.3860459327697754,0.41106218,0.4871832810311652,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_NO-Hur,ENF,D,0.0,1.7705694437026978,1.0022012,0.3347957189921113,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
JPX_RU-NeF,DNF,D,0.13365483283996582,3.3682162761688232,0.54861337,0.5077468041971506,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-UC2,CVM,D,0.6792078018188477,2.76961088180542,0.48691243,0.8104084001985459,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-Ca1,ENF,C,0.028793156147003174,4.277833938598633,0.6363188,0.4032392657290032,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NGB,SNO,E,0.2392975091934204,1.0777575969696045,1.0640224,0.2601441325401168,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_FR-LBr,ENF,C,0.7154363393783569,1.5742813348770142,0.26095212,0.4760876892945623,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Var,GRA,C,0.7201389074325562,1.4962713718414307,0.4958505,0.4198084182511743,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Cha,MF,D,0.7931443452835083,2.2039709091186523,0.28945595,0.8664322598595608,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CGG,GRA,C,0.0,1.7368830442428589,0.63443375,0.3240718704114864,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Noe,CSH,C,0.38570868968963623,1.43747878074646,0.29404843,0.3426010776518588,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-CA2,CRO,C,0.0,3.6641781330108643,0.7600763,1.5656593172750826,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_DE-SfN,WET,D,0.5157955288887024,1.2256296873092651,0.4215966,0.433527102748326,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Myb,WET,C,0.5541384220123291,2.8501741886138916,0.37510172,0.4322674438631556,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Jo1,OSH,B,0.4865913987159729,0.39946892857551575,0.33490807,0.15235956998343173,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-Oas,DBF,D,0.8377490043640137,1.564971685409546,0.37478548,0.3239151088372881,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-EML,OSH,D,0.7299619317054749,0.9225568771362305,0.4329865,0.3161155598862594,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-ORv,WET,D,0.6470392346382141,1.6232883930206299,0.47091964,0.4009013105641287,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Gri,CRO,C,0.4668703079223633,3.378283739089966,0.6793008,0.4552446448044974,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSB,ENF,C,0.5781056880950928,1.0542618036270142,0.21643008,0.4548399197110092,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-KLS,GRA,D,0.3765837550163269,2.684216022491455,0.58733344,0.45837405642093765,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Vcm,ENF,D,0.23168957233428955,1.1377190351486206,0.83360505,0.35979193098800877,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-AR2,GRA,C,0.40289413928985596,1.384759545326233,0.8369597,0.32267916953813014,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB1,WET,C,0.0,2.2218101024627686,0.5477234,1.0186793955974323,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-NS1,ENF,D,0.7982805967330933,1.0708009004592896,0.38097852,0.23597497332514056,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_RU-Ha1,GRA,D,0.8247151374816895,0.8161407709121704,0.28938416,0.604206914894168,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_CZ-BK1,ENF,D,0.7507957220077515,2.2871127128601074,0.31238252,0.4200645642723856,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Cpr,SAV,B,0.0,3.6262426376342773,2.1696742,0.8665349166839804,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-YK2,WET,D,0.842097818851471,0.6694015860557556,0.2721343,0.40829866513929836,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-BZS,ENF,D,0.7488016486167908,1.4909595251083374,0.36013865,0.2741505831305967,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Niv,GRA,E,0.0,1.565327525138855,0.6458509,0.7253621928023255,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Cp2,MF,C,0.15684592723846436,2.645289421081543,0.3575856,0.8132880235119101,GPP_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Mo2,GRA,D,0.8497906923294067,1.0450732707977295,0.2298989,0.39914258533612085,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi9,ENF,D,0.0,1.7134398221969604,0.7026051,0.3616974759182759,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
JPX_JP-Sb1,WET,D,0.0,0.9711328744888306,0.25107843,0.6755265305066335,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Dmg,WET,C,0.6783386468887329,0.7403433322906494,0.15416966,0.33125640233148107,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-RGF,CRO,B,0.0,8.30801010131836,0.63762057,0.8964543880702495,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xDC,GRA,D,0.7812260985374451,0.9822746515274048,0.31250572,0.3024680837886125,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-Qfo,ENF,D,0.9129779934883118,0.45180150866508484,0.18338476,0.2724823117791962,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Dan,GRA,D,0.0,1.387708306312561,1.5729382,0.3911412182438869,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xJR,OSH,B,0.0,0.4381101429462433,0.6988258,0.13151285697643442,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_DK-Fou,CRO,C,0.19903510808944702,2.1299097537994385,0.58770037,0.3437965986067914,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Cop,GRA,B,0.0,0.2969406843185425,1.2596626,0.10677365254990946,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xBN,ENF,D,0.8110878467559814,0.644340991973877,0.3569863,0.19221852693970598,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS1,CRO,D,0.8042598962783813,0.8155925273895264,0.36853185,0.24449084574482893,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-TP3,ENF,D,0.8142346143722534,1.1209567785263062,0.26049,0.30141476054259475,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-Cp2,EBF,C,0.5156763792037964,1.073116421699524,0.19351247,0.32388833557696317,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-MOz,DBF,D,0.7819551825523376,1.0353338718414307,0.26228508,0.4796941132001681,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AR-SLu,MF,B,0.0,1.1532201766967773,0.27936754,1.0044376289049368,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS5,CRO,D,0.8461853861808777,0.6310103535652161,0.24591376,0.3323468713374472,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Var,ENF,D,0.8432100415229797,0.5765359401702881,0.30624902,0.25663520540346507,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xUN,MF,D,0.7104635238647461,0.9787895679473877,0.35977712,0.2336656130345355,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-Ro1,DBF,C,0.0,1.848338007926941,0.40633747,0.36401159269546673,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Rls,CSH,B,0.0,0.8237130045890808,0.41761333,0.19393787661187326,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi6,OSH,D,0.3758094310760498,1.1448073387145996,0.476255,0.48439788690127106,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Cum,EBF,C,0.0,5.847992420196533,2.1863446,1.8709972112564528,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_BE-Lon,CRO,C,0.5832741260528564,1.1940600872039795,0.33252198,0.2620563776831089,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NR1,ENF,D,0.9094952940940857,0.4594361186027527,0.21389796,0.2662033507683697,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
JPX_JP-Toc,DBF,D,0.8126222491264343,1.0573630332946777,0.24106951,0.37462932942214583,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_BE-Maa,CSH,C,0.7337443828582764,0.7692254781723022,0.18766186,0.43019082354384214,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-PFm,DBF,D,0.0,3.025542974472046,0.33952317,0.38295270778288765,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_SE-Htm,ENF,D,0.15188103914260864,4.178805351257324,0.49128598,0.7212515976427343,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Whr,EBF,B,0.4293392300605774,0.6868762373924255,0.23067208,0.7989196578224778,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi1,DBF,D,0.0,9.035079956054688,0.60148793,0.43163197708990686,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-HaM,GRA,E,0.46347564458847046,1.010324478149414,0.66678435,0.48348932156500707,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi6,OSH,D,0.0,1.45211660861969,0.8530707,0.4440665961841639,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xKA,GRA,D,0.3941110372543335,1.42997407913208,0.4520906,0.349323186539879,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_DE-Hai,DBF,D,0.4711644649505615,0.9768335819244385,0.2648028,0.3511787055166521,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-GWW,SAV,B,0.62399822473526,0.3504226803779602,0.29475585,0.4986499100061661,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_SJ-Adv,WET,E,0.16647344827651978,0.7692683935165405,0.58045375,0.10149993270767854,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-RGA,CRO,C,0.722208559513092,1.5645363330841064,0.24854408,0.5245091210590178,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xDS,CVM,C,0.3621003031730652,0.7645044326782227,0.17125057,0.7297542331108069,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_SD-Dem,SAV,B,0.0,1.3895641565322876,0.56633466,0.42183056390847634,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Lsn,OSH,C,0.8403356671333313,0.9061441421508789,0.19278023,0.8264755330737626,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_MX-Tes,DBF,B,0.0,2.35939621925354,2.1481955,0.5853161908674431,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Srr,WET,C,0.0,2.8897786140441895,0.45057955,0.44334359041674853,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-Gro,MF,D,0.8419150710105896,0.8629216551780701,0.22941265,0.23713889908950886,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-MA2,CRO,D,0.7787861824035645,1.1004315614700317,0.26371765,0.4425462525268567,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-UMd,DBF,D,0.9216040372848511,0.5224568247795105,0.15567435,0.2845540566535363,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-BZB,WET,D,0.7863514423370361,0.5286229252815247,0.26248908,0.1681638675777686,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-SRM,WSA,B,0.6728874444961548,0.38387352228164673,0.39468595,0.09180884176918895,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xRM,ENF,D,0.7605912685394287,0.5867015719413757,0.2655138,0.3349531977716961,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_GF-Guy,EBF,A,0.0,3.0132570266723633,0.25536165,0.696919422225596,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-SRC,OSH,B,0.7275813817977905,0.20816195011138916,0.59015375,0.08889778418918273,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-KS1,ENF,C,0.0,1.4430118799209595,0.2880293,0.6205051401351934,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Tw3,CRO,C,0.0,2.0902774333953857,0.23117079,0.5704305755575388,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Hyy,ENF,D,0.9018157124519348,0.5765253901481628,0.17208917,0.30210416770679005,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Let,ENF,D,0.8250765800476074,1.087918758392334,0.2493383,0.48834092258042067,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CZ-BK2,GRA,D,0.808259129524231,0.9086399078369141,0.20467108,0.4103685685156178,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Ha1,DBF,D,0.38843679428100586,2.014864683151245,0.317653,0.33227366438606903,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Pnp,WAT,D,0.0,0.6501894593238831,2.8135293,0.2817472376350722,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-CRT,CRO,D,0.5839998722076416,1.428018569946289,0.43616948,0.5441671767355879,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
